title,pair_id,sent_id,complex,label,simple,simp_sent_id,doc_pos,doc_quint,doc_len,pred,pred_l
University of Salamanca,3329,0,"The University of Salamanca is a Spanish higher education institution, located in the city of Salamanca, west of Madrid, in the autonomous community of Castile and León.",ssplit,"['The University of Salamanca is a Spanish higher education institution.', 'It is in the town of Salamanca, west of Madrid, in the autonomous community of Castile and León.', 'The University of Salamanca was one of 100 finalists for the 12 Treasures of Spain in 2007.']",0,0.3333333333333333,2,3,The University of Salam Canary is a Spanish higher education institution.,1
University of Salamanca,3329,1,It was founded in 1134 and given the Royal charter of foundation by King Alfonso IX in 1218.,rephrase,['It was established in 1134 and given the Royal charter of establishment by King Alfonso IX in 1218.'],3,0.6666666666666666,4,3,#,-1
University of Salamanca,3329,2,It is the oldest university in the Spanish-speaking world and the third oldest university in the entire world still in operation.,delete,[],4,1.0,5,3,#,-1
Complaint,3420,0,"In legal terminology, a complaint is any formal legal document that sets out the facts and legal reasons (see: cause of action) that the filing party or parties (the plaintiff(s)) believes are sufficient to support a claim against the party or parties against whom the claim is brought (the defendant(s)) that entitles the plaintiff(s) to a remedy (either money damages or injunctive relief).",rephrase,"['In legal terminology, a complaint is any formal legal document that establishes the facts and legal reasons for a lawsuit.']",0,0.1,1,10,A complaint is any formal legal document that sets out the facts and legal reasons for a case.,1
Complaint,3420,1,"For example, the Federal Rules of Civil Procedure (FRCP) that govern civil litigation in United States courts provide that a civil action is commenced with the filing or service of a pleading called a complaint.",delete,[],1,0.2,1,10,#,-1
Complaint,3420,2,Civil court rules in states that have incorporated the Federal Rules of Civil Procedure use the same term for the same pleading.,delete,[],1,0.3,2,10,#,-1
Complaint,3420,3,"In some jurisdictions, specific types of criminal cases may also be commenced by the filing of a complaint, also sometimes called a criminal complaint or felony complaint.",ssplit,"['In some jurisdictions, specific types of criminal cases may also be started by the filing of a complaint.', 'This is also called a criminal complaint or felony complaint.']",1,0.4,2,10,#,-1
Complaint,3420,4,"Most criminal cases are prosecuted in the name of the governmental authority that promulgates criminal statutes and enforces the police power of the state with the goal of seeking criminal sanctions, such as the State (also sometimes called the People) or Crown (in Commonwealth realms).",ssplit,"['All criminal cases are prosecuted in the name of the governmental authority.', 'This is the same authority whose criminal laws were broken and who enforces criminal statutes.', 'The government is sometimes called ""the state"", ""the People"" or ""the Crown"" (in Commonwealth realms).']",3,0.5,3,10,#,-1
Complaint,3420,5,"In the United States, the complaint is often associated with misdemeanor criminal charges presented by the prosecutor without the grand jury process.",ignore,"['In the United States, the complaint is often associated with misdemeanor charges presented by the prosecutor without the grand jury process.']",6,0.6,3,10,#,-1
Complaint,3420,6,"In most U.S. jurisdictions, the charging instrument presented to and authorized by a grand jury is referred to as an indictment.",rephrase,"['In most US jurisdictions, the document presented to and authorized by a grand jury is called an indictment.']",7,0.7,4,10,#,-1
Complaint,3420,7,"For example, in United States federal courts, any person who is at least 18 years old and not a party may serve a summons and complaint in a civil case.",delete,[],8,0.8,4,10,#,-1
Complaint,3420,8,"The defendant must submit an answer within 21 days after being served with the summons and complaint, or request a waiver, according to FRCP Rule 12.",rephrase,"['Once a defendant receives notice of a complaint, they must reply within a specified period of time with an answer.']",8,0.9,5,10,#,-1
Complaint,3420,9,"After the civil complaint has been served to the defendants, the plaintiff must, as soon as practicable initiate a conference between the parties to plan for the rest of the discovery process and then the parties should submit a proposed discovery plan to the judge within 14 days after the conference.",delete,[],9,1.0,5,10,#,-1
Matt Vogel (puppeteer),3471,0,"Matt Vogel (born October 6, 1970) is an American puppeteer, director and singer who has worked for the Jim Henson Company and Sesame Workshop.",rephrase,"['Matthew J. ""Matt"" Vogel II is an American puppeteer.']",0,0.1666666666666666,1,6,"Vogel is an American puppeteer, director and singer. She has worked for the Jim Henson Company and Sesame Street Workshop.",2
Matt Vogel (puppeteer),3471,1,"He has performed with the Muppets, ""Sesame Street"", and ""Oobi"".",ignore,"['He has worked with the Muppets, ""Sesame Street"", and ""Oobi"".']",1,0.3333333333333333,2,6,#,-1
Matt Vogel (puppeteer),3471,2,"Vogel first auditioned for the Jim Henson Company in 1993 and joined the crew of ""Sesame Street"" in 1996 as an ensemble puppeteer.",delete,[],2,0.5,3,6,#,-1
Matt Vogel (puppeteer),3471,3,"He has served as a director and puppet captain on ""Sesame Street"" since 2008.",delete,[],2,0.6666666666666666,4,6,#,-1
Matt Vogel (puppeteer),3471,4,"He inherited many of Jerry Nelson's Muppet character roles in 2008, when he began performing with The Muppets Studio.",delete,[],2,0.8333333333333334,5,6,#,-1
Matt Vogel (puppeteer),3471,5,"Since 2017, he has been the performer of Kermit the Frog.",rephrase,"['In 2017, he started playing Kermit the Frog.']",2,1.0,5,6,#,-1
British Rail Class 22,3485,0,"The British Rail Class 22 or ""Baby Warship"" was a class of diesel-hydraulic locomotives designed for the Western Region of British Railways and built by the North British Locomotive Company.",rephrase,"['The British Rail Class 22, originally called the North British Type 2 diesel-hydraulic, was a class of diesel-hydraulic locomotives designed for the Western Region of British Railways and built by North British Locomotive Company.']",0,0.25,2,4,"The class is called the British Rail Class 22 or ""Baby Warship.""",1
British Rail Class 22,3485,1,They were very similar in appearance to the Class 21 diesel-electrics.,ignore,['They were very similar in appearance to the Class 21 diesel-electrics.'],1,0.5,3,4,#,-1
British Rail Class 22,3485,2,"The nickname ""Baby Warship"" related to the similarity in appearance (and internal equipment) to the British Rail Class D20/2 or Class 41 ""Warship Class"".",rephrase,"['The Class 22 was nicknamed ""Baby Warship"" because of its similarity to the British Rail Class D20/2.']",2,0.75,4,4,#,-1
British Rail Class 22,3485,3,The Class 22s were numbered D6300-D6357.,delete,[],3,1.0,5,4,#,-1
Pradikta Wicaksono,3724,0,"Pradikta Wicaksono (born January 10, 1986) or often called Dikta, is an Indonesian singer.",rephrase,"['Pradikta Wicaksono (born in Jakarta, Indonesia, January 10, 1986) or often called Dikta, is an Indonesian singer.']",0,0.1666666666666666,1,6,"Pradikta Wicaksono (born January 10, 1986) or Dikta, is an Indonesian singer.",1
Pradikta Wicaksono,3724,1,"He is a singer for the group Yovie & Nuno, along with Dudi Oris.",ignore,"['He is a singer for the group Yovie & Nuno, along with Dudi Oris.']",1,0.3333333333333333,2,6,#,-1
Pradikta Wicaksono,3724,2,He joined Yovie & Nuno in 2007.,ignore,['He joined Yovie & Nuno in 2007.'],2,0.5,3,6,#,-1
Pradikta Wicaksono,3724,3,"he had sung many of the famous songs like The Special One, Still the One and many more...",delete,[],3,0.6666666666666666,4,6,#,-1
Pradikta Wicaksono,3724,4,"Pradikta Wicaksono was born in Jakarta, Indonesia, on January 10, 1986.",rephrase,"['Pradikta Wicaksono was born in Jakarta on January 10, 1986.']",3,0.8333333333333334,5,6,#,-1
Pradikta Wicaksono,3724,5,He was the second child of three siblings.,ignore,['He was the second child of three siblings.'],4,1.0,5,6,#,-1
Djurgårdens IF Hockey,3788,0,"Djurgårdens IF Ishockeyförening (English: ""Djurgården IF Ice Hockey Club"") is a professional ice hockey team based in Stockholm, Sweden, affiliated with the Djurgårdens IF umbrella organization.",rephrase,['Djurgårdens IF Hockey is the ice hockey section of sports club Djurgårdens IF in the town of Stockholm in Sweden.'],0,0.5,3,2,"undgren's team is based in Stockholm, Sweden.",1
Djurgårdens IF Hockey,3788,1,"Djurgården is the most successful Swedish hockey team of all time, as 16-time Swedish Champions, 10-time runners-up, and leaders of the marathon table for the top flight of Swedish hockey, as well as two-time European Cup winners.",delete,[],1,1.0,5,2,#,-1
Romesh Chandra,3897,0,Romesh Chandra (30 March 1919 – 4 July 2016) was an Indian leader of the Communist Party of India (CPI).,ignore,['Romesh Chandra (30 March 1919 – 4 July 2016) was an Indian leader of the Communist Party of India (CPI).'],0,0.2,1,5,omesh Chandra (30 March 1919 – 4 July 2016) was an Indian leader of the Communist Party of India (CPI).,0
Romesh Chandra,3897,1,He took part in the Indian independence struggle as student leader of CPI after joining it in 1939.,ignore,['He took part in the Indian independence movement as student leader of CPI after joining it in 1939.'],1,0.4,2,5,#,-1
Romesh Chandra,3897,2,He held various posts within the party.,rephrase,['He held many posts within the party.'],2,0.6,3,5,#,-1
Romesh Chandra,3897,3,He became president of the World Peace Council in 1977.,ignore,['He became president of the World Peace Council in 1977.'],3,0.8,4,5,#,-1
Romesh Chandra,3897,4,"Chandra was born on 30 March 1919 in Lyallpur in British India (now Faisalabad, Pakistan).",delete,[],4,1.0,5,5,#,-1
Kinathukadavu taluk,3899,0,Kinathukadavu taluk is a taluk in the Coimbatore district of the Indian state of Tamil Nadu.,ignore,['Kinathukadavu taluk is a taluk of rural Coimbatore district of the Indian state of Tamil Nadu.'],0,0.3333333333333333,2,3,Thousands of people have gone to the game to find a safe place in the Coimbatore district of India.,1
Kinathukadavu taluk,3899,1,The headquarters is the town of Kinathukadavu.,ignore,['The headquarters is the town of Kinathukadavu..'],1,0.6666666666666666,4,3,#,-1
Kinathukadavu taluk,3899,2,It was carved out of the Pollachi taluk in 2012.,delete,[],2,1.0,5,3,#,-1
Eutrophication,4204,0,"Eutrophication most commonly arises from the oversupply of nutrients, most commonly as nitrogen or phosphorus, which leads to overgrowth of plants and algae in aquatic ecosystems.",dsplit,"['Eutrophication is what a water-based ecosystem does when too many nutrients are added to it.', 'Eutrophication is mainly caused by two nutrients, phosphorus and nitrogen.']",0,0.25,2,4,"The most commonly used method is oversupply of nutrients. This leads to overgrowth of plants and algae in rivers, lakes and streams.",2
Eutrophication,4204,1,"After such organisms die, bacterial degradation of their biomass results in oxygen consumption, thereby creating the state of hypoxia.",delete,[],2,0.5,3,4,#,-1
Eutrophication,4204,2,"Some algal blooms resulting from eutrophication, otherwise called ""harmful algal blooms"", are toxic to plants and animals.",rephrase,['The major consequence of eutrophication are algal blooms.'],2,0.75,4,4,#,-1
Eutrophication,4204,3,"Toxic compounds can make their way up the food chain, resulting in animal mortality.",delete,[],3,1.0,5,4,#,-1
Benue River,4247,0,"The Benue River , previously known as the Chadda River or Tchadda, is the major tributary of the Niger River.",rephrase,['It is the major tributary of the Niger River.'],0,0.1666666666666666,1,6,,3
Benue River,4247,1,The river is approximately 1400 km long and is almost entirely navigable during the summer months.,rephrase,"['The river is about 1,400 km long.']",1,0.3333333333333333,2,6,#,-1
Benue River,4247,2,"As a result, it is an important transportation route in the regions through which it flows.",rephrase,['It is an important transportation route in the places it flows through.'],2,0.5,3,6,#,-1
Benue River,4247,3,"It rises in the Adamawa Plateau of northern Cameroon, from where it flows west, and through the town of Garoua and Lagdo Reservoir, into Nigeria south of the Mandara mountains, and through Jimeta, Ibi and Makurdi before meeting the Niger River at Lokoja.",ssplit,"['It starts in the Adamawa Plateau of northern Cameroon.', 'It flows west, and through the town of Garoua and Lagdo Reservoir, into Nigeria south of the Mandara mountains.', 'Then it goes through Jimeta, Ibi and Makurdi before meeting the Niger at Lokoja.']",3,0.6666666666666666,4,6,#,-1
